City ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,tubuala,9.5167,-79.0333,78.8,69,40,10.36,PA,1612054219
271,mackay,-21.15,149.2,86.0,66,40,16.11,AU,1612054219
272,padang,-0.9492,100.3543,77.65,75,98,3.78,ID,1612054220
273,la marque,29.3686,-94.9713,69.01,88,90,14.97,US,1612054220
274,ati,13.2154,18.3353,69.44,22,4,11.3,TD,1612053960
275,kodino,63.7198,39.6447,13.1,97,100,4.0,RU,1612054220
276,paranaiba,-19.6772,-51.1908,79.07,68,100,2.53,BR,1612054221
277,kirakira,-10.4544,161.9205,83.91,79,99,14.76,SB,1612054221
278,saldanha,-33.0117,17.9442,63.63,92,0,1.63,ZA,1612054221
279,chicama,-7.8447,-79.1469,69.8,83,90,12.66,PE,1612054221
280,alekseyevsk,57.8406,108.3492,-37.46,79,100,2.24,RU,1612054221
281,snasa,64.2457,12.3778,18.77,95,98,2.48,NO,1612054222
282,nishihara,26.1842,127.7558,64.4,48,20,9.22,JP,1612054065
283,sioux lookout,50.1001,-91.917,23.0,86,90,5.75,CA,1612054222
284,los alamos,35.8881,-106.307,41.0,41,1,4.94,US,1612054222
285,dali,25.7,100.1833,43.12,78,1,4.52,CN,1612054223
286,eenhana,-17.4667,16.3333,69.21,87,100,2.77,NA,1612054223
287,pacific grove,36.6177,-121.9166,57.2,62,90,8.05,US,1612054223
288,imbituba,-28.24,-48.6703,78.8,89,0,5.75,BR,1612054223
289,jatiroto,-7.8833,111.1167,79.18,74,90,1.25,ID,1612054224
290,bolekhiv,49.0661,23.8643,24.17,94,89,5.37,UA,1612054224
291,gamba,-2.65,10.0,77.25,88,100,1.12,GA,1612054224
292,faanui,-16.4833,-151.75,81.75,70,31,8.03,PF,1612054092
293,kasungu,-13.0333,33.4833,65.01,95,48,2.3,MW,1612054225
294,carutapera,-1.195,-46.02,78.49,83,100,7.14,BR,1612054225
295,atar,20.5169,-13.0499,66.67,23,0,7.99,MR,1612053966
296,tuyen quang,21.8233,105.2181,62.73,83,99,1.52,VN,1612054062
297,sawakin,19.1059,37.3321,68.83,69,56,12.73,SD,1612054226
298,moyale,3.5167,39.0584,68.2,28,12,10.83,KE,1612054226
299,klaksvik,62.2266,-6.589,32.0,74,75,23.02,FO,1612054226
300,caravelas,-17.7125,-39.2481,75.6,86,0,5.39,BR,1612054226
301,wilhelmsburg,48.1057,15.6054,28.99,89,100,6.29,AT,1612054226
302,inuvik,68.3499,-133.7218,-27.4,75,100,3.58,CA,1612054227
303,chimbote,-9.0853,-78.5783,70.57,77,96,7.38,PE,1612054227
304,biak,-0.9131,122.8766,82.06,63,100,1.05,ID,1612054227
305,great falls,47.5002,-111.3008,39.2,32,1,13.8,US,1612054181
306,gazli,40.1333,63.45,46.4,50,100,7.52,UZ,1612054228
307,turukhansk,65.8167,87.9833,-32.31,76,0,5.06,RU,1612054228
308,lolodorf,3.2333,10.7333,70.93,96,100,1.86,CM,1612054228
309,cherrapunji,25.3,91.7,41.04,72,0,4.05,IN,1612054228
310,jishu,44.3167,126.8,-0.24,86,100,3.8,CN,1612054228
311,springbok,-29.6643,17.8865,55.81,66,0,1.19,ZA,1612054229
312,honiara,-9.4333,159.95,81.95,82,100,9.24,SB,1612054229
313,mareeba,-17.0,145.4333,91.0,62,40,11.5,AU,1612054229
314,chipinge,-20.1883,32.6236,65.66,98,100,6.24,ZW,1612054229
315,kodinsk,58.6881,99.1844,-42.11,78,44,2.17,RU,1612054229
316,kajaani,64.2273,27.7285,19.4,93,40,3.44,FI,1612054230
317,margate,51.3813,1.3862,39.0,76,14,4.0,GB,1612054103
318,tigil,57.8,158.6667,5.2,93,100,13.69,RU,1612054230
319,tomigusuku,26.185,127.675,64.4,48,20,9.22,JP,1612054230
320,nouadhibou,20.931,-17.0347,68.0,64,0,18.41,MR,1612054230
321,asau,46.4333,26.4,37.0,80,90,13.8,RO,1612054231
322,cururupu,-1.8283,-44.8683,76.78,89,100,3.53,BR,1612054231
323,sao filipe,14.8961,-24.4956,74.12,61,100,9.13,CV,1612054052
324,yarada,17.65,83.2667,71.6,100,40,2.3,IN,1612054231
325,zhob,31.3411,69.4481,43.54,52,0,1.86,PK,1612054231
326,sturgeon bay,44.8342,-87.377,30.2,93,90,10.36,US,1612054186
327,port hardy,50.6996,-127.4199,46.4,81,90,23.02,CA,1612054232
328,poya,-21.35,165.15,83.44,54,14,7.31,NC,1612054232
329,luzhou,28.8724,105.4405,50.61,76,100,0.29,CN,1612054232
330,dourbali,11.8091,15.8632,70.47,21,0,10.63,TD,1612054232
331,arlit,18.7369,7.3853,60.24,27,0,6.62,NE,1612054233
332,gizo,-8.103,156.8419,86.2,70,100,19.22,SB,1612054233
333,marawi,7.9986,124.2928,80.01,80,76,3.0,PH,1612054233
334,itaituba,-4.2761,-55.9836,73.71,96,100,1.36,BR,1612054233
335,shingu,33.7333,135.9833,48.2,66,40,13.8,JP,1612054234
336,kununurra,-15.7667,128.7333,82.4,94,75,8.05,AU,1612054210
337,rokytne,51.2796,27.214,23.95,98,88,9.1,UA,1612054234
338,grindavik,63.8424,-22.4338,21.2,73,0,6.91,IS,1612054145
339,vanimo,-2.6741,141.3028,85.28,66,100,8.32,PG,1612054234
340,lorengau,-2.0226,147.2712,83.5,79,100,10.83,PG,1612054042
341,ivybridge,50.3904,-3.9191,41.0,95,61,8.01,GB,1612054235
342,raudeberg,61.9875,5.1352,32.0,94,100,8.99,NO,1612054055
343,dogondoutchi,13.6393,4.0287,69.13,20,72,10.36,NE,1612053960
344,thai binh,20.45,106.3333,66.2,88,75,5.75,VN,1612054236
345,hailar,49.2,119.7,-15.88,88,100,6.69,CN,1612054236
346,samagaltay,50.6022,95.0047,-5.91,81,0,5.61,RU,1612054236
347,brae,60.3964,-1.353,33.8,93,75,1.14,GB,1612054074
348,marsaxlokk,35.8419,14.5431,59.0,94,0,12.66,MT,1612054236
349,muroto,33.2833,134.15,41.0,75,40,8.05,JP,1612054237
350,maarianhamina,60.0973,19.9348,26.6,93,90,11.5,AX,1612054237
351,kitimat,54.0524,-128.6534,28.0,78,100,5.55,CA,1612054237
352,rawson,-43.3002,-65.1023,60.66,59,22,14.81,AR,1612054237
353,juneau,58.3019,-134.4197,32.0,100,100,5.21,US,1612054153
354,general roca,-39.0333,-67.5833,62.6,72,75,11.5,AR,1612054238
355,alyangula,-13.8483,136.4192,86.0,70,55,8.05,AU,1612054238
356,ritchie,-29.038,24.6028,62.6,94,0,8.05,ZA,1612054238
357,aswan,24.0934,32.907,53.35,41,0,8.72,EG,1612054064
358,boyolangu,-8.1181,111.8935,79.57,78,97,3.58,ID,1612054239
359,talnakh,69.4865,88.3972,-31.23,71,0,6.87,RU,1612054239
360,flinders,-34.5833,150.8552,73.0,86,100,5.01,AU,1612054239
361,puerto escondido,15.85,-97.0667,82.4,74,40,8.05,MX,1612054239
362,balikpapan,-1.2675,116.8289,82.4,78,20,5.75,ID,1612054075
363,ystad,55.4297,13.8204,32.0,86,90,9.22,SE,1612054240
364,kamenz,51.268,14.0937,26.6,74,75,2.3,DE,1612054240
365,lobito,-12.3481,13.5456,77.07,76,100,3.83,AO,1612054240
366,luderitz,-26.6481,15.1594,65.39,63,0,18.03,NA,1612054240
367,abalak,58.1286,68.5944,12.81,96,100,8.99,RU,1612054241
368,chirawa,28.2408,75.6448,46.71,52,0,1.81,IN,1612054241
369,tonila,19.4336,-103.5166,80.6,61,1,6.91,MX,1612054241
370,czluchow,53.6672,17.3588,25.0,87,1,7.9,PL,1612054241
371,churapcha,62.0025,132.4325,-39.75,80,100,2.89,RU,1612054241
372,teya,60.3778,92.6267,-36.69,77,0,1.45,RU,1612054242
373,pisco,-13.7,-76.2167,73.4,68,0,17.27,PE,1612054052
374,verkhnyaya inta,65.9811,60.3094,-6.02,86,100,10.54,RU,1612054242
375,kalevala,65.2,31.1667,13.21,96,100,5.53,RU,1612054242
376,inirida,3.8653,-67.9239,78.28,75,54,2.53,CO,1612054243
377,mandera,3.9366,41.867,71.4,72,0,9.44,KE,1612054208
378,nuuk,64.1835,-51.7216,17.6,86,20,8.05,GL,1612054243
379,luanda,-8.8368,13.2343,78.8,83,75,4.61,AO,1612054244
380,broken hill,-31.95,141.4333,77.0,38,8,13.8,AU,1612054244
381,cap malheureux,-19.9842,57.6142,75.99,86,5,3.0,MU,1612054244
382,senneterre,48.3835,-77.2328,-5.8,84,1,3.44,CA,1612054244
383,missungwi,-2.85,33.0833,65.5,84,74,1.16,TZ,1612054245
384,axim,4.8699,-2.2405,78.93,89,72,6.46,GH,1612054081
385,belyy,55.8402,32.9419,17.04,97,100,5.5,RU,1612054245
386,zverinogolovskoye,54.4586,64.8542,8.47,95,79,4.23,RU,1612054245
387,hambantota,6.1241,81.1185,75.2,100,20,9.22,LK,1612054125
388,abu zabad,12.35,29.25,62.38,26,0,11.56,SD,1612054246
389,yanam,16.7333,82.2167,71.6,88,28,1.99,IN,1612054246
390,kuah,6.3265,99.8432,78.8,73,20,6.91,MY,1612054246
391,laurel,39.0993,-76.8483,32.0,63,1,1.74,US,1612054058
392,kiunga,-6.1219,141.2906,78.3,94,75,3.31,PG,1612054162
393,mega,4.05,38.3,58.15,37,0,11.41,ET,1612054247
394,toktogul,41.8708,72.9402,28.71,67,100,1.34,KG,1612054247
395,santa cruz,-17.8,-63.1667,76.69,79,100,14.85,BO,1612054247
396,san jeronimo,-11.9472,-75.2829,49.32,72,100,1.23,PE,1612054248
397,thinadhoo,0.5333,72.9333,81.72,77,3,11.39,MV,1612054248
398,comodoro rivadavia,-45.8667,-67.5,60.8,51,0,8.05,AR,1612054183
399,santa maria,-29.6842,-53.8069,69.8,100,90,3.44,BR,1612054248
400,narsaq,60.9167,-46.05,39.2,28,75,33.38,GL,1612054248
401,okato,-39.2,173.8833,70.0,51,0,5.99,NZ,1612054210
402,tukrah,32.5341,20.5791,58.89,83,0,11.68,LY,1612054249
403,bataipora,-22.2953,-53.2711,72.09,95,100,5.32,BR,1612054249
404,nova serrana,-19.8761,-44.9836,71.73,78,79,4.68,BR,1612054249
405,champerico,14.3,-91.9167,84.2,65,40,9.22,GT,1612054249
406,palana,59.1167,159.9667,-4.74,91,82,27.49,RU,1612054250
407,baoning,25.3378,110.026,53.6,82,90,1.5,CN,1612054250
408,xining,36.6167,101.7667,12.63,75,0,2.95,CN,1612054250
409,tres arroyos,-38.3739,-60.2798,52.41,77,0,6.89,AR,1612054204
410,mehamn,71.0357,27.8492,26.6,80,0,8.05,NO,1612054250
411,wajid,3.8093,43.2471,67.68,72,0,14.03,SO,1612054251
412,gavle,60.6745,17.1417,10.99,73,6,4.0,SE,1612054251
413,mecca,21.4267,39.8261,65.98,42,0,5.23,SA,1612054094
414,tres lagoas,-20.7511,-51.6783,76.42,80,100,3.04,BR,1612053963
415,rundu,-17.9333,19.7667,67.41,97,100,4.61,NA,1612054251
416,heihe,50.2441,127.4902,-32.8,68,20,2.24,CN,1612054252
417,jackson,42.4165,-122.8345,55.4,41,90,21.85,US,1612054252
418,novaya igirma,57.1334,103.9112,-41.75,79,65,2.35,RU,1612054252
419,yeniseysk,58.4497,92.1703,-36.11,79,0,3.31,RU,1612054252
420,jian,27.1172,114.9793,52.74,62,65,1.39,CN,1612054197
421,tavda,58.0425,65.2726,14.13,97,100,3.83,RU,1612054253
422,bartica,6.4,-58.6167,77.0,100,75,4.61,GY,1612054253
423,uspenka,48.3903,39.1619,36.18,86,100,16.17,UA,1612054254
424,yambio,4.5721,28.3955,68.81,26,21,2.48,SS,1612054254
425,tsogni,-2.7942,10.0988,76.48,90,100,0.18,GA,1612054254
426,shar,49.5886,81.0453,4.75,90,100,7.14,KZ,1612054254
427,katrineholm,58.9959,16.2072,15.01,92,0,4.61,SE,1612054255
428,constitucion,-35.3333,-72.4167,59.59,93,34,8.46,CL,1612054255
429,el alto,-4.2714,-81.2147,74.61,75,33,13.35,PE,1612054255
430,whitehorse,60.7161,-135.0538,-4.0,77,75,2.3,CA,1612054047
431,maumere,-8.6199,122.2111,82.31,77,100,9.15,ID,1612054255
432,conop,46.1,21.8833,39.0,100,100,3.44,RO,1612054256
433,poronaysk,49.2167,143.1167,3.85,86,100,6.22,RU,1612054087
434,nemuro,43.3236,145.575,15.8,67,20,3.44,JP,1612054256
435,ostrovnoy,68.0531,39.5131,14.54,95,100,7.47,RU,1612054256
436,cayenne,4.9333,-52.3333,80.6,89,75,8.05,GF,1612054256
437,kensington,-33.9167,151.2167,73.99,88,90,20.71,AU,1612054257
438,sungaipenuh,-2.0833,101.3833,66.2,90,100,1.74,ID,1612054257
439,kavieng,-2.5744,150.7967,83.28,73,98,13.98,PG,1612054257
440,taoudenni,22.6783,-3.9836,66.13,25,0,7.45,ML,1612054257
441,sembe,1.6481,14.5806,71.58,90,100,3.15,CG,1612054258
442,multan,30.1956,71.4753,53.6,76,0,3.2,PK,1612054258
443,lahaina,20.8783,-156.6825,78.8,57,40,18.41,US,1612054258
444,bronnoysund,65.4625,12.1997,23.0,80,90,3.44,NO,1612054258
445,sosnovo-ozerskoye,52.5249,111.5418,-28.25,85,85,2.71,RU,1612054259
446,telica,12.522,-86.8594,79.93,53,20,7.58,NI,1612054259
447,shugurovo,54.5083,52.1326,27.79,98,94,8.41,RU,1612054259
448,berlevag,70.8578,29.0864,26.6,80,0,8.05,NO,1612054259
449,hirara,24.8,125.2833,66.2,59,40,10.36,JP,1612054259
450,tateyama,34.9833,139.8667,52.0,62,20,5.75,JP,1612054043
451,yuzhno-kurilsk,44.0306,145.8556,21.22,90,85,21.47,RU,1612054260
452,huanuni,-18.2667,-66.85,48.54,50,100,3.49,BO,1612054260
453,verkhovazhye,60.7472,42.0465,19.83,96,100,9.4,RU,1612054261
454,compiegne,49.4179,2.8261,48.99,100,75,5.75,FR,1612054261
455,cabra,37.4725,-4.4421,50.0,81,40,10.36,ES,1612054261
456,paka,4.6374,103.4368,75.2,94,40,2.3,MY,1612054261
457,farmington,36.7281,-108.2187,42.8,49,1,18.41,US,1612054262
458,powell river,49.8496,-124.5361,44.6,87,75,16.11,CA,1612054262
459,ukiah,39.1502,-123.2078,55.4,47,90,10.36,US,1612054062
460,chumikan,54.7183,135.315,-16.37,79,1,25.88,RU,1612054262
461,verkhnevilyuysk,63.4453,120.3167,-48.03,77,94,3.09,RU,1612054262
462,caldwell,43.6629,-116.6874,46.4,53,90,10.36,US,1612054120
463,banjar,-8.19,114.9675,82.4,78,40,10.36,ID,1612054263
464,djibo,14.1022,-1.6306,69.82,21,0,8.97,BF,1612054263
465,isla mujeres,21.2311,-86.731,78.01,61,40,11.5,MX,1612054263
466,ampanihy,-24.7,44.75,74.73,79,0,6.13,MG,1612054263
467,benguela,-12.5763,13.4055,76.68,75,100,2.73,AO,1612054264
468,faya,18.3851,42.4509,55.4,62,0,5.75,SA,1612054264
469,san ramon,37.7799,-121.978,59.0,58,90,8.05,US,1612054264
470,ketchikan,55.3422,-131.6461,37.4,87,40,5.82,US,1612054080
471,seoul,37.5683,126.9778,32.0,64,0,8.05,KR,1612054033
472,anadyr,64.75,177.4833,-4.0,71,20,26.84,RU,1612054265
473,sola,-13.8833,167.55,81.46,78,99,12.37,VU,1612054265
474,bogyiszlo,46.3864,18.8296,39.16,80,100,6.76,HU,1612054265
475,richards bay,-28.783,32.0377,73.65,94,100,2.04,ZA,1612054265
476,pedro carbo,-1.8333,-80.2333,80.6,74,75,9.22,EC,1612054266
477,kholtoson,50.2981,103.3097,-15.9,82,100,2.68,RU,1612054266
478,puqi,29.7167,113.8833,47.77,84,100,0.98,CN,1612054266
479,aitape,-3.1374,142.3475,84.87,68,94,9.57,PG,1612054266
480,xinyang,32.1228,114.0656,48.45,51,79,3.49,CN,1612054267
481,loreto,22.2667,-101.9667,64.65,28,0,3.15,MX,1612054267
482,umm lajj,25.0213,37.2685,64.06,54,0,11.52,SA,1612054082
483,baykit,61.67,96.37,-34.74,76,0,1.5,RU,1612054083
484,shanting,35.0753,117.4578,43.48,60,0,3.6,CN,1612054267
485,saint-paul,-21.0096,55.2707,78.8,73,20,11.5,RE,1612054268
486,hovd,48.0056,91.6419,6.33,83,2,1.36,MN,1612054268
487,jega,12.2175,4.3792,71.29,20,0,11.39,NG,1612054268
488,shawnee,39.05,-95.7669,44.6,87,90,18.41,US,1612054268
489,beyneu,45.3167,55.2,33.91,93,100,10.96,KZ,1612054268
490,guerrero negro,27.9769,-114.0611,60.84,65,100,15.99,MX,1612054269
491,qaqortoq,60.7167,-46.0333,39.2,28,75,33.38,GL,1612054085
492,wexford,52.3342,-6.4575,42.01,96,41,7.0,IE,1612054269
493,puerto carreno,6.189,-67.4859,83.05,55,74,14.54,CO,1612054269
494,cap-aux-meules,47.3821,-61.8597,24.8,80,90,19.57,CA,1612054269
495,fukue,32.6881,128.8419,48.2,81,40,3.44,JP,1612054270
496,grand gaube,-20.0064,57.6608,75.99,86,3,3.0,MU,1612054270
497,nome,64.5011,-165.4064,-7.6,71,1,6.91,US,1612054270
498,port-gentil,-0.7193,8.7815,77.68,82,100,8.41,GA,1612054069
499,acapulco,16.8634,-99.8901,84.2,74,40,4.61,MX,1612054271
500,zapote,21.0667,-102.8,71.65,22,3,6.85,MX,1612054271
501,genhe,50.7833,121.5167,-20.15,84,98,0.6,CN,1612054271
502,muhos,64.808,25.9931,17.6,86,90,2.3,FI,1612054271
503,diamantino,-14.4086,-56.4461,73.98,85,97,4.09,BR,1612054271
504,feijo,-8.1642,-70.3536,74.21,96,100,2.26,BR,1612054272
505,iberia,29.9502,-91.7507,66.99,82,90,9.22,US,1612054272
506,pizarro,4.9533,-77.366,77.72,86,0,5.46,CO,1612054272
507,port augusta,-32.5,137.7667,69.8,60,100,12.66,AU,1612054272
508,taree,-31.9,152.4667,82.0,69,82,3.38,AU,1612054272
509,kahului,20.8947,-156.47,78.8,57,40,18.41,US,1612054273
510,pirovskoye,57.6267,92.2658,-37.05,79,0,5.35,RU,1612054273
511,vila velha,-20.3297,-40.2925,78.8,78,20,10.36,BR,1612054273
512,kieta,-6.2167,155.6333,84.18,71,100,15.97,PG,1612054273
513,cascais,38.6979,-9.4215,59.0,82,100,15.68,PT,1612054273
514,sawtell,-30.3833,153.1,81.0,69,34,11.5,AU,1612054080
515,petauke,-14.2426,31.3253,65.82,98,100,2.82,ZM,1612054274
516,cuencame,24.8711,-103.6964,68.4,26,0,4.74,MX,1612054274
517,bowen,-20.0167,148.2333,84.2,70,40,18.41,AU,1612054274
518,olafsvik,64.8945,-23.7142,23.04,89,30,16.82,IS,1612054274
519,bandarbeyla,9.4942,50.8122,73.8,72,100,15.79,SO,1612054275
520,tanete,-3.9443,119.7848,84.42,65,100,5.59,ID,1612054275
521,amapa,1.0,-52.0,72.21,98,56,1.99,BR,1612054275
522,dolores,-36.3132,-57.6792,59.04,68,92,12.12,AR,1612054275
523,smidovich,48.6,133.8167,-15.66,84,0,8.25,RU,1612054276
524,puri,19.8,85.85,62.6,88,40,4.61,IN,1612054276
525,ouadda,8.0777,22.4007,70.34,22,42,7.34,CF,1612054276
526,petropavlovsk-kamchatskiy,53.0452,158.6483,28.4,50,100,15.66,RU,1612054277
527,curup,-3.4667,102.5333,67.78,94,100,2.24,ID,1612054277
528,bar harbor,44.3876,-68.2039,14.0,56,1,5.75,US,1612054277
529,saint anthony,45.0205,-93.218,32.0,74,90,9.22,US,1612054232
530,adrar,20.5022,-10.0711,65.71,25,60,7.56,MR,1612054277
531,plouzane,48.3833,-4.6167,50.0,100,90,12.66,FR,1612054278
532,tocopilla,-22.092,-70.1979,68.49,57,0,9.42,CL,1612054278
533,cervo,43.6702,-7.4101,55.0,79,100,8.01,ES,1612054075
534,san quintin,30.4833,-115.95,58.86,68,0,10.45,MX,1612054278
535,dandong,40.1292,124.3947,17.62,89,99,4.32,CN,1612054278
536,nelson bay,-32.7167,152.15,80.6,74,75,13.8,AU,1612054279
537,baft,29.234,56.6057,39.11,73,0,6.82,IR,1612054279
538,rio real,-11.4847,-37.9328,73.47,88,98,4.56,BR,1612054279
539,lanxi,29.2195,119.477,54.75,67,0,2.28,CN,1612054280
540,eskil,38.4017,33.4131,39.09,92,100,12.71,TR,1612054280
541,dukstas,55.5333,26.3333,22.75,96,100,10.42,LT,1612054280
542,itoman,26.1247,127.6694,64.4,48,20,9.22,JP,1612054280
543,svecha,58.2785,47.5164,16.43,97,100,8.48,RU,1612054280
